m,m.1,kPa,Â°C,kg m-2s-1,kW m-2
0.00998,1,4021,105.44,1227,3868
0.00803,4,13720,57.42,1509,1147
0.0146,6,15690,301.41,2031,736
0.01075,5,9800,279.86,1010,487
0.00798,6,17980,257.55,2000.8,613
0.008,0.78,14700,250.07,1603,2101
0.01,1.25,3403,74.6,469,2009
0.012,1.2,294,110,400,1413
0.00796,3,17650,156.6,4000,2639
0.01,2,3168,151.84,1701,2501
0.00951,1.73,6870,202.79,1991.7,2370
0.01,0.35,2000,19,2291.8,9000
0.00811,2,12000,223.52,1001.4,1092
0.00781,3,13530,112.69,951,912
0.0131,3,2108,44.64,744,1490
0.00805,1,13720,319.89,2773,1477
0.00811,3.66,17980,347.63,1250.8,283
0.0082,5.34,9800,118.06,1010,669
0.008,0.78,7850,96.68,1619,4264
0.008,0.78,14700,270.51,1005,1443
0.00798,6,11990,314.53,3021.2,438
0.00803,4,17650,301.67,2831,923
0.00607,1,1147,57.65,1434,3076
0.00801,3,17650,254.17,4000,1885
0.00795,2,9800,281.01,1495,1087
0.00801,1,6860,83.1,1000,3010
0.00585,6,13720,239.79,1499,333
0.008,2.54,9800,297.85,2740,1016
0.00811,3,4990,253.75,4024.2,1651
0.00996,0.96,451,63.57,511,1868
0.008,3.49,14710,297.11,1001,431
0.00585,4,6860,118.08,3328,1584
0.01,4.966,3000,135.19,3424,1809
0.01,2,5000,247.71,798,1359
0.01,2,18000,154.44,1696,2152
0.00801,3,9810,234.56,500,509
0.00399,0.5,11760,158.29,4444,6275
0.00951,3.05,6870,210.34,2736.1,1860
0.00585,4,11760,318.55,5003,848
0.008,2.54,17700,342.83,754,308
0.0108,2,13720,260.19,2717,1825
0.01,2,3040,40.38,1490,2913
0.01001,3,3000,214.46,3032,1822
0.01,1,15690,98.44,333,1423
0.00805,2,11790,299.92,3333.3,1134
0.015,4.839,4150,231.84,665,744
0.008,1.57,9800,289.86,3989,1619
0.00622,0.914,10343,227.61,5302,4574.2
0.0128,1.93,8274,262,2726,1915
0.008,0.99,13730,320.91,2008,1290
0.01001,3,19610,349.11,3424,1123
0.00581,1,15690,259.26,4998,3801
0.008,0.78,17700,280.02,2679,2841
0.0128,1.93,6895,225.51,3823.9,2545.8
0.01001,3,9800,206.87,1515,1257
0.00617,0.914,6895,209.52,2752.7,3308.9
0.008,0.79,14700,189.68,995,1910
0.008,3.49,14710,274.6,2004,764
0.00585,4,14710,321.16,1499,326
0.00785,1,7100,60.4,351.2,1543
0.00578,2,7840,218.78,4944,2389
0.01,2.25,794,112.98,1272,1518
0.0108,5.8,13720,227.45,1007,491
0.0093,1.219,114,89.3,119.3,449
0.0108,2,17650,136.36,546,916
0.00558,1.727,7030,208.84,1997,1770
0.00801,1,17650,146.51,2000,3280
0.01075,6,19610,322.51,2758,698
0.00607,0.79,9800,209.09,2689,3140
0.00803,4,11760,298.8,3346,792
0.008,1.8,2995,208.22,2006,2093
0.00581,1,9800,219.7,5051,3725
0.0113,1.829,13824,276.19,673.9,779.2
0.00805,1,17650,280.98,1005,1163
0.00607,0.792,14710,330.89,2199,1250
0.00998,2.5,7012,111.39,789,1490
0.0077,2.6,14710,147.83,1750,1489
0.01001,3,11760,302.71,4201,1254
0.01,1.25,3423,124.86,1458,3312
0.008,1.57,17700,346.59,1601,673
0.0131,1.75,2089,51.8,1074,2978
0.01,1,3138,48.85,272,1519
0.01,2,9800,199.7,871,1329
0.00811,4,2980,134.08,4020.3,2097
0.0131,1.5,1177,29.44,339,1520
0.00796,1,9810,226.35,2000,2370
0.00578,2,13730,299.25,3194.4,1044
0.008,1,14727,287.46,1784.8,1702.7
0.01,2,17650,154.03,623,919
0.01,2,13720,116.81,1684,2295
0.00585,5,9800,299.79,4982,789
0.01,2,10000,199.16,871,1328
0.00998,1,5001,113.02,270,1455
0.00993,2.08,971,138.21,698,1177
0.01,1,18000,101.78,373,1478
0.0077,2.6,11760,172.66,2971,1907
0.008,1,6860,248.27,2013,2730
0.008,3.49,12750,274.44,2004,749
0.0131,2.5,1824,40.55,564,1450
0.00581,1,17650,178.7,1499,2037
0.0108,1,15690,279.73,1508,1677
0.0141,1.524,11063,268.08,1017,1539.4
0.00811,2,7000,185.82,4005.4,2723
0.0104,3.8,14710,102.31,2269.4,1884
0.00935,2.007,7030,280.13,1174,1380
0.01,1.5,1677,74.38,448,1510
0.01,2,13720,98.69,308,728
0.01,1,1442,75.72,577,2483
0.01,4.966,18000,337.09,1668,414
0.00935,1.727,7030,281.45,2025,1880
0.00805,0.5,15690,280.71,1507,2466
0.0131,2,1373,29.26,273,1015
0.00932,3.048,11066.1,198.71,2033,1379.21
0.008,2.44,14700,216.26,1029,827
0.0082,5.34,19610,301.73,1500,423
0.00801,1.002,13730,219.41,998,1670
0.00393,1.5,5100,72.79,1617.5,2019
0.008,1,6860,137.19,2003,3770
0.00607,0.792,14710,238.65,2208,2450
0.01,1.5,824,84.91,623,1526
0.01,1,10000,138.26,2182,4281
0.008,1.97,12750,255.14,996,861
0.00801,3,17650,71.84,2000,1799
0.00811,3.66,18010,346.36,4980.3,1132
0.0077,2.6,14710,324.93,2805.6,768
0.0108,3,17650,322.14,995,494
0.00803,6,13730,196.82,1002,400
0.00782,3,9810,188.72,4000,1900
0.012,1.8,294,73,400,1125
0.00811,4,18030,256.96,3998.4,1613
0.00801,3,13730,240.73,501,396
0.00998,1.5,6963,107.47,919,2454
0.0077,2.6,14710,265.31,2470,1128
0.01,2,9800,194.52,846,1330
0.00801,1,6860,81.19,2000,4100
0.00801,1.002,13730,67.38,501,1620
0.01077,0.864,7030,226.37,4050,4100
0.0107,4,7850,219.98,2016.7,1232
0.00394,2.08,2569,58.17,675,762
0.01001,3,5000,239.78,1152,1096
0.00932,3.048,18029.8,316.82,2053.3,859.682
0.00803,6,6860,92.17,990,670
0.0101,0.6,265,30.14,111,993
0.00932,3.048,11135.1,239.06,2034.3,1173.038
0.00811,3,10020,301.16,751.1,522
0.008,1.57,7850,250.07,4011,2226
0.0134,3.658,17271,346.75,2025.4,693.6
0.01,2,13720,325.62,3859,1411
0.011,6,12750,300.75,2106,486
0.0108,2,13720,299.91,1526,923
0.008,0.78,4900,220.23,3222,3745
0.0093,1.829,208,111.07,299.7,635
0.00932,3.048,17960.9,316.57,2037.1,845.495
0.011,1,15700,160.08,961.1,2304
0.012,1,543,33.45,129,782
0.0128,1.93,6895,137.37,1966.2,2829.7
0.008,0.393,480,66.43,4707,6663
0.00805,1,9800,278.89,3302,2139
0.00778,6,7060,79.08,1992,1060
0.00811,3.66,14020,326.91,750.3,255
0.00785,3,13830,150.88,1952,1375
0.008,0.99,13730,210.09,3988,4800
0.01001,3,16000,243.93,1490,964
0.00782,0.25,14710,279.75,1504,3087
0.01,0.35,3020,51.9,2673.8,10500
0.0141,1.27,11029,280.21,2031.3,1955.9
0.00993,2.08,569,99.27,225,578
0.00996,0.96,1599,112.8,1123,3497
0.01,4.966,17650,338.06,584,190
0.01,1,10000,99.87,551,2211
0.00585,4,13720,158.07,3308,1343
0.01001,3,11760,298.8,5648,1704
0.0108,1,7840,219.88,1514,2767
0.00811,2,5000,254.49,3014.2,1911
0.01001,3,10000,200.73,355,525
0.0129,0.96,2452,49.44,207,1480
0.0107,4,7850,241.07,2016.7,1131
0.00785,3,13730,270.46,1981,834
0.0101,0.6,265,38.76,446,2175
0.00622,0.914,7030,179.79,1667,3083
0.0108,1,5880,220.12,1517,3049
0.008,2.54,17700,288.26,1606,804
0.00998,2,4217,86.1,346,984
0.00996,0.96,2805,120.54,1678,4284
0.00998,3,4021,100.45,270,511
0.006,1,405,62.89,200,590
0.0126,5.56,6870,233.2,677.8,589
0.01,1,402,61.89,100,551
0.00801,3,9810,94.83,2000,1746
0.01,2,14000,191.93,1848,1916
0.008,1.6,9800,185.67,2701,2490
0.00993,1.04,1353,100.41,212,1062
0.008,2.44,12750,300.75,2657,933
0.008,1,2974,150.78,1001,2763
0.00801,3,13730,104.76,2000,1609
0.00585,6,15690,301.41,3359,546
0.01,1.75,2677,43.38,148,517
0.00801,1,17650,176.16,500,1090
0.00802,1.57,17650,224.37,1001,1060
0.00785,1,7100,67.59,708.5,2710
0.00617,1.829,6895,251.96,1342.4,1356.5
0.00996,0.96,2422,40.1,270,1555
0.007,0.56,3394,206.74,2904,5174
0.00999,0.6,1314,95.66,1101,4496
0.01001,3,19610,346.31,3449,1180
0.0131,1.5,1000,41.7,851,2585
0.00801,1.002,13630,288.66,998,1200
0.0131,1.5,2677,41.71,645,2564
0.00775,1.008,6770,256.16,4000,2730
0.00801,3,13730,232.54,1000,662
0.0151,6,14710,198.86,775,552
0.00811,5,2000,112.07,1506.3,829
0.0108,1,11760,198.01,1999,3169
0.01075,6,6860,220.56,1528,758
0.00578,3,17650,177.54,3335,1737
0.0128,1.93,5270,148.87,2617,3242
0.00805,15,9800,279.8,2002,231
0.00585,6,13720,219.33,3370,738
0.008,1.57,9800,200.83,3234,2677
0.00811,2,4990,253.34,4025,2215
0.008,1.57,14700,258.23,3978,2643
0.008,2.54,12750,310.68,4011,1121
0.01075,4,6860,199.77,2008,1383
0.008,0.99,9810,218.26,3999,3940
0.00993,3.12,824,120.24,650,801
0.01,2,7000,178.98,4392,3241
0.008,3,13730,210.09,978,736
0.01075,6,6860,261.17,1010,530
0.00998,3.5,4021,94.03,664,985
0.008,0.78,4900,157.53,3966,5007
0.01075,4,11760,279.51,2017,822
0.00585,4,11760,177.73,4992,1581
0.008,3,17650,147.45,508,511
0.00581,1,11760,279.51,5030,2446
0.0108,2,17650,322.14,1001,641
0.0104,3.8,19620,307.54,3000,1130
0.0134,3.658,18175,332.55,2022.3,901.7
0.008,1.57,9800,269.88,1001,1166
0.01075,4,6860,279.2,2008,923
0.008,0.78,2940,169.96,2211,4413
0.00607,0.79,9800,199.93,3208,3591
0.01,2,12000,313.78,3924,1329
0.01,1,10000,117.47,282,1389
0.01,2,11760,234.88,3007,2146
0.00811,5,4990,253.54,1014.6,551
0.01,2,14000,117.95,977,1549
0.008,2.44,14700,276.51,2190,1059
0.008,1.57,12750,260.1,2737,1841
0.0134,3.658,3491,221.78,2037.5,1478.7
0.008,1.8,2007,163.46,2009,2258
0.00801,1,13730,96.63,500,1630
0.006,0.8,908,92.03,201,760
0.00782,0.25,9800,138.13,2013,7445
0.008,1.57,4900,152.66,1001,2049
0.00585,5,9800,158.72,5003,1465
0.0108,3,13720,279.51,989,659
0.00998,2.5,6963,115.07,472,988
0.00811,4,18000,337.09,504.8,182
0.00811,5,16000,337.53,2996.1,515
0.01001,3,15690,241.31,1945,1179
0.0051,2.6,9800,222.33,2503,1174
0.008,0.243,1980,50.27,2110,9449
0.0129,0.96,2167,64.14,303,2015
0.0108,3,19620,299.96,497.2,317
0.008,3.49,7850,223.91,1998,1117
0.01,2,12000,105.8,668,1319
0.00811,2,16020,337.25,2514.3,892
0.00778,6,13830,307.97,1012,220
0.008,3.49,14710,212.11,2004,998
0.008,0.78,2940,159.82,1617,4336
0.00578,2,19610,300.8,3441,1517
0.0129,0.96,2491,95.5,523,2890
0.008,0.78,7850,260.12,1597,2546
0.0134,3.658,3050,213.88,2037.5,1516.5
0.0078,6,9810,192.81,1995,660
0.0131,2.5,3432,51.46,770,2008
0.00807,0.782,14710,158.13,1011,2170
0.0152,1.627,5060,219.61,2170,2652
0.0108,2,17650,198.16,1001,1186
0.0134,3.658,13786,287.18,2050.2,936.4
0.00805,10.94,9800,278.8,2722,400
0.00799,1,13730,193.87,2008,2960
0.008,1.57,9800,173.53,2206,2383
0.01,1,11760,91.82,446,1898
0.00578,3,11760,218.54,3314,1188
0.00996,0.96,912,40.41,183,1057
0.00801,1.002,9810,198.9,502,1400
0.00811,2,6970,186.38,1506.8,1916
0.00951,1.73,6870,179.97,4277.8,3290
0.0134,3.658,13841,265.27,2047.9,1090.9
0.0108,3,6860,260.76,1996,1365
0.01,2,4021,41.18,587,1497
0.00932,3.048,11169.5,293.63,1007.7,591.09
0.00796,1,9810,257.66,1000,1650
0.008,0.78,7850,121.86,2211,4542
0.01,4.966,15690,244.31,627,348
0.00607,0.79,7850,174.16,2209,3332
0.008,5.03,12750,259.08,1614,490
0.0151,3.176,6463,236.25,2230,1612
0.006,0.5,696,29.43,197,1240
0.01,1.25,1471,79.58,579,2027
0.01,2.5,2707,73.96,456,1026
0.00951,1.73,6870,247.34,2022.2,2020
0.01,2,10000,142.73,1423,2072
0.00999,0.6,2687,51.03,424,3491
0.01001,3,3000,130.5,1479,1663
0.0051,2.6,17660,307.57,2280.6,698
0.0095,1.84,11032,286.67,1383.8,1126.34
0.008,1.57,2940,224.18,2212,2335
0.008,1.57,12750,227.65,3245,2472
0.0126,2.74,6870,228.69,677.8,1153
0.0108,2,17650,280.98,2014,1453
0.00607,0.79,17700,317.15,1604,1192
0.00585,4,9800,139.08,4951,1756
0.00998,1,6963,220.84,1864,2891
0.01,2,3177,40.52,172,513
0.0131,3,2766,44.64,702,1490
0.00782,0.25,15690,210.15,1504,4622
0.008,2.51,4900,188.92,990,1236
0.01,1,18000,101.78,351,1423
0.008,5.03,12750,313.69,1592,320
0.01001,3,18000,257.52,346,323
0.00998,2.5,6963,105.81,1700,2341
0.00607,0.792,9800,247.62,4023,3030
0.00805,10.94,9800,118,1516,416
0.00607,0.79,12750,172.5,2209,3206
0.012,0.96,298,62,200,1232
0.00811,3.66,16030,247.6,501.1,321
0.012,1.44,294,67,400,1380
0.01075,6,19610,322.51,1537,416
0.00998,0.4,3040,28.4,1348,7287
0.008,0.99,17650,213.94,2008,2840
0.0131,2.5,2991,29.55,320,1011
0.00585,4,5880,138.45,4972,1970
0.008,3.49,4900,169.77,2004,1401
0.008,1.645,15690,205.43,1399,1535
0.00776,2.08,2010,97.87,349,737
0.008,1.645,15690,247.93,1238,1139
0.008,1.57,14700,249.01,2195,1705
0.0112,3.639,10342.1,148.68,7011.7,4380.49
0.0108,3,11760,259.3,498,508
0.01001,3,13720,232.03,1155,844
0.00781,3,13730,82.5,1033,1060
0.00607,1,4021,43.82,574,1990
0.0151,4.019,5011,187.37,1180,1379
0.00785,1,5100,81.4,1964.4,4317
0.00581,1,13720,138.83,5030,6419
0.00778,6,17750,110.01,3921,1840
0.00585,5,6860,220.56,1499,557
0.00805,1,11760,300.77,3330,1732
0.008,0.243,1000,59.41,2025,8085
0.00801,3,13730,306.92,4000,1273
0.01075,4,13720,219.33,1519,861
0.00558,2.007,7030,252.57,2025,1300
0.008,5.03,17700,164.8,1614,761
0.00953,1.727,6826,181.96,4230.7,3254.3
0.0141,1.524,11063,291.64,2027.2,1583.6
0.00795,2,11760,137.2,2004,2046
0.008,3.5,3999,241.43,1992,1027
0.01075,4,15690,339.68,2783,632
0.01001,3,7000,265.83,6672,2240
0.0128,1.93,5171,204.13,1356,2363
0.008,1.57,17700,188.38,1620,1874
0.00607,0.79,7850,265.15,7443,3345
0.008,6.05,7850,146.8,1603,749
0.01046,1.803,13790,300.83,950.2,820.3
0.01,2,9800,99.74,517,1181
0.00803,3,15690,301.41,2803,1000
0.00803,3,15690,261.33,2041,932
0.00811,3.66,2010,113.76,2476.7,1595
0.00803,6,9810,93.88,1999,990
0.008,0.393,1960,132.19,4785,7785
0.01262,2.743,6964,230.6,1383.1,1629.4
0.00394,3.12,1451,62.18,1025,654
0.011,6,12750,270.26,2688,746
0.0077,2.6,14710,321,5500,1524
0.0131,2.5,1667,31.96,346,1014
0.00782,0.25,15690,198.66,1018,4376
0.01,2,9000,284.63,788,1039
0.00799,3,6860,134.13,996,1175
0.008,1.57,4900,170.69,996,1991
0.00585,4,6860,220.99,3328,1126
0.0131,2.25,2609,49.03,748,2000
0.0126,3.66,6870,229.12,2633.3,1680
0.00585,6,5880,200.02,3359,861
0.01,2,4021,50.05,2687,3979
0.008,0.79,4900,143.56,989,3436
0.00578,3,9800,77.99,3335,1988
0.00803,3,15690,280.71,2041,848
0.00803,3,13730,204.93,1997,1188
0.0129,0.96,1844,85.12,392,2445
0.01001,3,12000,222.42,702,711
0.008,0.78,2940,137.71,3195,5263
0.0113,1.829,6895,204.19,3337.1,2668.8
0.01075,4,13720,300.99,2020,650
0.008,2.54,17700,228.36,1601,1054
0.008,1.57,9800,223.2,3196,2314
0.01,4.966,11760,221.62,779,465
0.01,2,8000,198.51,1548,2000
0.00617,0.914,6895,250.93,2671.3,2868.5
0.00799,3,13730,193.87,1001,761
0.00598,1.602,6975,224.46,2226.7,1960.9
0.00925,3.05,6870,256.41,3972.2,1825
0.01054,1.778,13790,322.61,1764.7,817.145
0.0131,1.5,1177,29.68,341,1523
0.00776,2.08,1461,137.21,909,1203
0.0131,1.75,1814,31.88,359,1471
0.0128,1.93,5270,225.19,3769,2810
0.0077,2.6,11760,271.44,2971,1116
0.00805,10.94,13720,218.2,1011,205
0.00578,2,9800,177.44,1493,1267
0.00585,6,14710,302.22,1499,238
0.008,5.03,14700,262.36,1598,499
0.00384,0.8,12750,249.92,4008,2533
0.00384,1.549,9800,279.86,4006,1389
0.0085,0.6,7840,77.22,1660,5967
0.01001,3,16000,242.65,1004,735
0.00585,4,17650,179.16,1499,655
0.00581,1,13720,178,5030,5469
0.01001,3,15690,322.54,2457,897
0.00993,3.12,2118,143.41,600,905
0.00811,5,4990,163.69,1502.6,884
0.0108,5.8,13720,321.32,1486,348
0.0129,0.96,2344,102.44,533,2927
0.0077,2.6,14710,301.14,3156,1093
0.008,1.6,14700,311.31,2712,1250
0.0078,7,17650,261.28,1933,483
0.01,2,1216,91.21,844,1509
0.00578,2,17650,198.16,3441,2306
0.00811,3,12000,315.08,2994.7,808
0.008,1.57,4900,224.35,2668,2615
0.0104,3.8,9810,287.34,2000,756
0.008,1,9810,240.53,2018,2400
0.01075,6,6860,239.68,1531,716
0.00558,1.727,7100,210.52,1997,1760
0.0104,3.8,11790,68.14,1394.4,1385
0.00993,1.04,1618,101.56,214,1051
0.008,5.03,14700,314.2,3196,650
0.008,1.57,9800,294.98,3261,1516
0.00803,3,13720,320.84,1021,396
0.00796,3,6860,169.31,4000,2159
0.0151,6,14710,219.22,1021,640
0.0104,3.8,17660,204.6,2250,1430
0.0131,1.75,932,31.09,249,994
0.00799,1,13730,193.87,1001,1950
0.0108,2,17650,218.17,1095,1174
0.01001,3,17650,339.03,2549,875
0.01,2,12000,221.32,2336,1966
0.00996,0.96,1991,110.87,1021,3510
0.01,2,15690,144.76,1631,2077
0.007,0.98,9829,258.24,3487,2737
0.00801,3,6770,79.13,505,760
0.00998,1,6963,116.25,279,1412
0.008,0.99,13630,168.19,3988,5790
0.00795,3,9810,166.47,2000,1505
0.008,3.49,2940,80.89,1005,1082
0.0077,2.6,14710,129.19,2258.3,1919
0.00778,6,13930,317.91,1978,330
0.00801,3,9810,268.78,501,440
0.00801,3,6860,217.06,4000,1889
0.00607,0.79,9800,289.86,1613,1795
0.00578,2,9800,299.79,3441,1139
0.008,1.57,9800,128,2690,3162
0.0108,1,15690,320.6,2736,2061
0.008,5.03,14700,250.91,2709,823
0.00932,3.048,13893,295,1017.2,546.325
0.00578,3,15690,280.71,1493,540
0.008,1.57,7850,278.09,4979,2023
0.00951,1.73,6870,232.77,4083.3,2450
0.01,4.966,12000,303.42,1333,412
0.01,1.25,1853,121.19,1213,3010
0.00811,2,10010,300.56,755.6,763
0.01,2,15690,112.53,566,1044
0.01,2,9800,198.13,1497,1795
0.00932,3.048,13824,308.81,1017.2,501.56
0.00783,1.645,19620,304.06,2694.4,1593
0.008,2.51,2940,175.91,990,1175
0.01,4.966,16000,328.62,1785,420
0.00805,10.94,13720,167.3,1016,256
0.0128,1.93,7030,228.96,2739,2373
0.008,1.57,12750,136.07,1606,2130
0.00607,0.79,9800,172.38,3198,4087
0.00775,1.008,13830,117.58,500,1330
0.0104,3.8,9810,189.41,2777.8,1480
0.00801,1,6860,119.03,2000,3610
0.01,4.966,11760,303.76,807,295
0.0107,6,7850,279.04,2016.7,684
0.008,0.78,7850,256.05,4961,3177
0.008,1.57,9800,219.26,2234,2032
0.0068,1.9,9800,267.89,3312,1663
0.00799,3,13730,275.45,2008,857
0.00781,3,6860,249.31,4015,1681
0.00771,6,13930,244.96,2005,550
0.01,1,14000,121.99,1307,3369
0.00607,0.79,9800,289.86,4984,2146
0.00581,1,15690,302.32,1499,1124
0.01,2,2795,63.71,346,992
0.0108,3,13720,239.79,1996,1204
0.00798,6,18010,257.62,500.5,200
0.008,3.49,12750,82.74,999,914
0.00585,5,9800,239.59,1499,433
0.0131,1.75,2569,69.89,783,2431
0.01,4.966,10000,213.67,386,341
0.01001,3,11760,301.83,530,416
0.00801,6,17550,219.24,501,200
0.008,1,13418,279.22,4134.2,3005.2
0.00803,3,17650,300.56,1021,454
0.01,4.966,16000,327.4,908,282
0.008,5.03,14700,296.11,3190,741
0.008,3.5,1000,148.61,1001,653
0.008,3.49,7850,260.12,1998,961
0.008,1.75,9971,232.26,2541,1962
0.012,1,310,88.57,99,557
0.00558,1.359,7030,251.75,4035,2470
0.01,4.966,9800,208.65,5122,1724
0.00581,1,6860,219.9,5072,3297
0.007,0.98,6992,250.52,3578,3073
0.0094,5.56,6870,233.63,2777.8,1014
0.00781,3,9810,295.96,1054,605
0.01075,6,19610,259.99,1540,615
0.00578,2,7840,240.12,4944,2220
0.01,2,17650,102.08,517,923
0.01001,3,3000,126.5,541,941
0.00394,3.12,1304,63.34,1081,655
0.0108,2,17650,321.64,1083,650
0.00999,0.6,1265,93.34,1161,4513
0.00607,0.79,7850,255.02,5004,2959
0.00953,3.048,6964,205.2,4162.9,2204.7
0.00578,3,17650,118.08,1493,1000
0.01,2,10000,197.36,1177,1650
0.008,1.57,4900,120.52,1601,2906
0.008,3,17650,238.79,983,618
0.00781,3,13730,171.4,4004,2360
0.0134,3.658,10336,245.74,2027.5,1296.8
0.00394,1.04,2050,46.2,767,1564
0.0151,6,14710,219.22,519,446
0.01,2,2246,123.91,1127,2021
0.00996,0.96,2363,130.53,1949,4277
0.00811,4,11990,223.65,4019.6,1412
0.01,1,14000,193.52,1359,2527
0.0108,2,5880,200.02,1001,1825
0.00622,0.91,6895,199.72,5410,4644
0.00998,2.5,6963,145.92,872,1493
0.00803,4,13720,77.61,1509,1088
0.00811,3,5020,163.66,1000.1,1175
0.01,1.75,824,63.2,388,1001
0.00578,2,17650,178,1493,1149
0.00795,2,5880,221.21,985,1360
0.0108,1,13730,198.85,1994.4,3295
0.00472,0.305,13720,315.02,3573,3185
0.00792,0.5,7840,179.32,2786,5280
0.0126,5.56,6870,253.96,1341.7,775
0.00585,4,14710,259.14,4982,1360
0.00607,1,3040,60.5,1317,3502
0.008,0.79,12750,249.92,989,1671
0.0104,3.8,14710,299.13,671,383
0.00999,0.6,2471,69.75,511,3900
0.01,4.966,13720,316.99,3742,829
0.00998,2,4021,116.81,959,1974
0.0108,3,17650,260.24,498,423
0.00993,3.12,1971,138.58,282,484
0.0082,5.37,13720,239.79,1505,544
0.004,0.2,101.3,13.9,2650,6608
0.00811,3,2010,202.27,1256.6,928
0.0108,1,6860,178.48,1517,3200
0.00607,0.79,7850,219.77,5004,3920
0.00801,3,17650,315.06,2000,775
0.00394,1.04,1736,54.2,808,1550
0.00998,2,8924,146.72,1956,2379
0.0074,3.8,17660,214.92,4888.9,2046
0.0131,2.5,1961,31.78,335,1009
0.00585,4,13720,280.49,5013,1158
0.00807,0.778,7840,217.69,3199,3720
0.00811,4,18020,347.63,1504.1,310
0.008,1.6,14700,302.15,2712,1352
0.00996,0.96,1265,113.73,1226,3513
0.00811,3,13970,326.6,2533.9,625
0.0108,2,13720,320.84,1517,793
0.00996,0.96,1402,80.52,833,3144
0.008,1.57,14700,198.77,2696,2557
0.00581,1,17650,321.15,5030,2638
0.012,1.2,294,60,200,995
0.01001,3,13720,240.86,523,514
0.008,3.49,12750,272.46,999,489
0.00578,2,13720,299.91,3706,1190
0.008,0.8,112,24.54,101,480
0.0082,5.34,17650,311.93,1010,277
0.0093,0.61,187,102.97,299.7,1550
0.00581,1,5880,220.12,5051,3373
0.0141,1.27,11063,263.04,2028.6,2236.6
0.00802,1.57,17650,286.09,3987,2580
0.00802,1.57,17650,285.12,979,830
0.01262,2.743,6964,248.36,2657.8,1875.7
0.008,1.57,17700,206.78,1620,1746
0.01,4.966,14000,236.99,3361,1265
0.00811,3.66,12020,224.57,3030.7,1217
0.008,2.51,4900,221.31,996,1126
0.01,2,13720,176.39,1207,1480
0.0108,2,6860,241.16,1504,1895
0.00799,3,6860,232.02,2002,1275
0.0085,1.8,9800,251.58,1655,1523
0.00617,0.914,6895,250.52,1356,2475.7
0.01077,0.864,7210,210.2,2012,3400
0.00607,1,2059,53.63,999,2752
0.008,0.243,1510,63,2157,9097
0.012,1,733,24.91,98,649
0.00785,3,17550,92.95,1034,1029
0.00781,3,14020,317.05,2044,609
0.0126,3.66,6870,243.37,1355.6,1151
0.0128,0.914,6895,221.61,976.3,2880.1
0.01,2,10000,109.16,363,918
0.00921,3.66,6870,211.89,4166.7,1936
0.006,0.68,101.3,29.9,549.9,1742
0.0107,6,7850,279.04,1525,574
0.01,4.966,10000,290.38,1543,529
0.0082,6,9800,290.97,2757,590
0.008,1.6,9800,269.88,2707,1651
0.015,4.991,4070,245.13,406,499
0.0108,1,9810,180.06,1994.4,3371
0.01,2,15690,191.16,909,1189
0.00805,0.5,15690,311.54,2014,2256
0.01,2.25,1844,47.6,184,510
0.00578,2,6860,280.15,1493,1031
0.01,4.966,13720,314.02,329,168
0.00622,0.914,6895,221.17,3851,3690.9
0.0101,0.6,216,41.77,185,1185
0.00585,5,19610,177.71,5003,1686
0.01,4.966,13720,318.45,2568,565
0.006,1,310,95.23,200,523
0.00578,2,17650,301.67,2118,915
0.00545,2.511,9530,270.89,6984.3,2094.1
0.0051,2.6,9810,271.95,4000,1175
0.0082,5.34,11760,289.62,1010,281
0.01,2,1981,70.87,365,990
0.00811,2,5000,163.84,752.7,1446
0.00607,0.792,9800,300.85,1594,1710
0.00805,10.94,9800,199.9,1516,323
0.0152,2.456,5021,217.57,1130,1811
0.00585,4,17650,260.87,3328,1009
0.01075,4,13720,58.38,1010,1038
0.00792,0.5,5880,138.92,1495,5000
0.0108,2,17650,301.67,546,523
0.008,2.54,17700,311.96,1606,686
0.0128,1.93,5171,252.57,1369.6,1977.9
0.00785,1,9810,224.39,3986,3700
0.00811,2,17990,256.8,2004.2,1484
0.0108,3,9800,259.82,498,609
0.0082,5.34,9800,259.82,1500,512
0.0134,3.658,17160,328.76,2038.9,886
0.0151,6,11760,218.54,775,547
0.01,2,14000,130.05,2631,3256
0.00805,2,17650,260.24,2784,1791
0.01,1,15690,110.38,800,2600
0.01,2,14000,117.95,1037,1585
0.00807,0.778,17650,279.99,2678,2860
0.00607,1,2059,59.85,1655,3745
0.00805,15,9800,239.5,2002,271
0.008,1.75,7043,272.91,2564,1815
